"INDUSTRY_9S","Education","Sex","Age","Item","UNIT","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year",
"Accommodation and food service activities","College and university and over","Male","30 ~ 34","Employment","Persons","3654","3863","4398","5175","5073","6571","5153","6438","7020","6310","6776",
"Accommodation and food service activities","College and university and over","Male","35 ~ 39","Hours worked","Hours","198.7","199.7","193.9","189.6","186.6","189.1","186.7","193.6","185","182.3","177.7",
"Accommodation and food service activities","College and university and over","Male","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","2855","2880","3045","2855","2907","3080","3073","3143","2855","3085","3108",
"Accommodation and food service activities","College and university and over","Male","35 ~ 39","Employment","Persons","2895","3131","3019","3404","3967","3532","4533","4885","5307","6046","5662",
"Accommodation and food service activities","College and university and over","Male","40 ~ 44","Hours worked","Hours","190","195.4","197.2","186.2","183.9","189.6","187.2","194.4","189.1","184","189.1",
"Accommodation and food service activities","College and university and over","Male","40 ~ 44","Total monthly wage (including monthly special payment)","In Thousand Won","3443","3199","3448","3354","3349","3243","3452","3617","3058","3421","3591",
"Accommodation and food service activities","College and university and over","Male","40 ~ 44","Employment","Persons","1676","1890","2384","2939","3279","3326","3400","4037","4325","4467","4078",
"Accommodation and food service activities","College and university and over","Male","45 ~ 49","Hours worked","Hours","200.1","193.4","190.2","195.5","198","194.6","189.3","195.9","187","167.3","171.8",
"Accommodation and food service activities","College and university and over","Male","45 ~ 49","Total monthly wage (including monthly special payment)","In Thousand Won","3430","4087","3591","3498","3286","3475","3886","3985","3796","3708","3937",
"Accommodation and food service activities","College and university and over","Male","45 ~ 49","Employment","Persons","1839","1158","1934","2221","2483","2725","2628","2693","2482","2798","3264",
"Accommodation and food service activities","College and university and over","Male","50 ~ 54","Hours worked","Hours","191.1","193.4","186.8","193.5","184.5","188.1","192.9","201.4","187.2","179.9","181.9",
"Accommodation and food service activities","College and university and over","Male","50 ~ 54","Total monthly wage (including monthly special payment)","In Thousand Won","3617","4142","3225","3250","3432","3852","3640","3775","4147","4005","3827",
"Accommodation and food service activities","College and university and over","Male","50 ~ 54","Employment","Persons","685","671","1309","2482","2070","1506","1912","2049","1622","1724","2425",
"Accommodation and food service activities","College and university and over","Male","55 ~ 59","Hours worked","Hours","182.5","209.7","183.8","200.2","198.8","192.6","190.1","198.2","186.2","192.6","164.5",
"Accommodation and food service activities","College and university and over","Male","55 ~ 59","Total monthly wage (including monthly special payment)","In Thousand Won","3979","2745","4019","3244","3596","3727","4016","3656","3926","3593","3968",
"Accommodation and food service activities","College and university and over","Male","55 ~ 59","Employment","Persons","792","1335","511","767","1012","581","698","993","1002","1420","1399",
"Accommodation and food service activities","College and university and over","Male","60 years old and over","Hours worked","Hours","185.7","196.9","188.9","169.7","189","192.6","186.9","199.4","185","179.7","175",
"Accommodation and food service activities","College and university and over","Male","60 years old and over","Total monthly wage (including monthly special payment)","In Thousand Won","2705","2491","2761","2119","2670","3708","3918","3682","3353","3389","3058",
"Accommodation and food service activities","College and university and over","Male","60 years old and over","Employment","Persons","316","624","598","968","908","512","649","1031","1080","1181","1577",
"Accommodation and food service activities","College and university and over","Female","19 years old and less","Hours worked","Hours","-","-","-","-","-","-","-","-","-","160","-",
"Accommodation and food service activities","College and university and over","Female","19 years old and less","Total monthly wage (including monthly special payment)","In Thousand Won","-","-","-","-","-","-","-","-","-","1958","-",
"Accommodation and food service activities","College and university and over","Female","19 years old and less","Employment","Persons","-","-","-","-","-","-","-","-","-","3","-",
"Accommodation and food service activities","College and university and over","Female","20 ~ 24","Hours worked","Hours","187.2","186.2","179.5","169.6","174.6","162","151.2","165.9","162.6","161.5","157",
"Accommodation and food service activities","College and university and over","Female","20 ~ 24","Total monthly wage (including monthly special payment)","In Thousand Won","1335","1322","1359","1482","1535","1415","1394","1596","1679","1943","1991",
"Accommodation and food service activities","College and university and over","Female","20 ~ 24","Employment","Persons","1598","2423","2387","2606","2482","3647","2917","3811","3722","3372","3125",
"Accommodation and food service activities","College and university and over","Female","25 ~ 29","Hours worked","Hours","188.6","189.2","186.3","174.1","173.3","174.1","171.8","173.6","163.7","166.8","157.7",
"Accommodation and food service activities","College and university and over","Female","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","1690","1829","1863","1794","1952","1942","2015","1960","1888","2246","2263",
"Accommodation and food service activities","College and university and over","Female","25 ~ 29","Employment","Persons","5721","4999","4184","5083","5585","6317","6230","7224","8932","8647","8756",
"Accommodation and food service activities","College and university and over","Female","30 ~ 34","Hours worked","Hours","194.4","191.7","183.2","181.4","172.3","182.5","173.5","176","178.4","174.9","156.3",
"Accommodation and food service activities","College and university and over","Female","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","2009","2316","2267","2317","2531","2376","2262","2345","2586","2620","2634",
"Accommodation and food service activities","College and university and over","Female","30 ~ 34","Employment","Persons","2634","2101","2261","2543","3129","3574","3567","4267","4972","5626","4971",
"Accommodation and food service activities","College and university and over","Female","35 ~ 39","Hours worked","Hours","194.7","218.7","183","169.5","175.2","187.1","175.7","172.4","164.3","171.3","164.1",
"Accommodation and food service activities","College and university and over","Female","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","2409","2325","2286","2120","2491","2565","2659","2595","2513","2556","2979",
"Accommodation and food service activities","College and university and over","Female","35 ~ 39","Employment","Persons","1325","1535","1488","1696","1657","1810","1939","2712","2638","3222","2576",
"Accommodation and food service activities","College and university and over","Female","40 ~ 44","Hours worked","Hours","194.7","209.2","184","194.1","186.2","176.9","189.8","178.8","151.9","169.6","170",
"Accommodation and food service activities","College and university and over","Female","40 ~ 44","Total monthly wage (including monthly special payment)","In Thousand Won","2763","3000","2215","2429","2257","2905","2325","2694","2299","2512","2757",
"Accommodation and food service activities","College and university and over","Female","40 ~ 44","Employment","Persons","334","494","862","1177","1447","1386","1523","1405","2705","1944","1946",
"Accommodation and food service activities","College and university and over","Female","45 ~ 49","Hours worked","Hours","188.7","209.2","188.1","199.2","173.1","183.3","176.2","193.8","161.1","176.6","182.4",
"Accommodation and food service activities","College and university and over","Female","45 ~ 49","Total monthly wage (including monthly special payment)","In Thousand Won","1920","2212","2198","2633","2408","2274","2061","2668","2516","2571","2563",
"Accommodation and food service activities","College and university and over","Female","45 ~ 49","Employment","Persons","372","441","686","772","587","825","1190","1261","1447","1058","1526",
"Accommodation and food service activities","College and university and over","Female","50 ~ 54","Hours worked","Hours","198","202.3","192.7","190.7","195.8","179.6","191.1","189.1","196.6","197.2","175.8",
"Accommodation and food service activities","College and university and over","Female","50 ~ 54","Total monthly wage (including monthly special payment)","In Thousand Won","2008","2748","2466","2358","2169","2092","2451","2307","2570","2598","2753",
"Accommodation and food service activities","College and university and over","Female","50 ~ 54","Employment","Persons","447","138","301","439","654","710","972","1124","929","1090","1117",
"Accommodation and food service activities","College and university and over","Female","55 ~ 59","Hours worked","Hours","193.5","198.6","189.7","198.9","182.4","192.5","199.2","200.8","197.3","159.2","201.3",
