Industry,Education,Sex,Age,Item,UNIT,2002 Year,2003 Year,2004 Year,2005 Year,2006 Year,2007 Year,2008 Year
10,Under middle shcool,Male,20 ~ 24,Total hours worked,Hours,172.1,176,,,168,,-
10,Under middle shcool,Male,20 ~ 24,Monthly Total wage,Won,2179584,1009000,,,771000,,-
10,Under middle shcool,Male,20 ~ 24,Employment,Persons,104,49,,,8,,-
10,Under middle shcool,Male,25 ~ 29,Total hours worked,Hours,173.8,167.2,,171.5,168,,174.6
10,Under middle shcool,Male,25 ~ 29,Monthly Total wage,Won,1217173,1386989,,1210321,2556333,,3050952
10,Under middle shcool,Male,25 ~ 29,Employment,Persons,22,93,,53,18,,31
10,Under middle shcool,Male,30 ~ 34,Total hours worked,Hours,165.8,161.6,184.3,174.7,182.3,160,180.5
10,Under middle shcool,Male,30 ~ 34,Monthly Total wage,Won,1406013,2086233,2720570,2089686,2617485,2386000,2346303
10,Under middle shcool,Male,30 ~ 34,Employment,Persons,63,232,244,35,66,2,55
10,Under middle shcool,Male,35 ~ 39,Total hours worked,Hours,173.3,173.6,192.9,170.4,161.4,168.3,190.8
10,Under middle shcool,Male,35 ~ 39,Monthly Total wage,Won,1903989,1839559,1425964,1493958,940641,2013333,1961577
10,Under middle shcool,Male,35 ~ 39,Employment,Persons,305,553,112,144,156,36,15
10,Under middle shcool,Male,40 ~ 44,Total hours worked,Hours,179.4,175.5,192.3,179.4,175.5,185.9,213.5
10,Under middle shcool,Male,40 ~ 44,Monthly Total wage,Won,1823072,2142148,2200223,1637506,1695607,1696477,2522883
10,Under middle shcool,Male,40 ~ 44,Employment,Persons,890,649,305,267,387,44,316
10,Under middle shcool,Male,45 ~ 49,Total hours worked,Hours,176.3,174,192.6,177.8,175.5,165.9,211.9
10,Under middle shcool,Male,45 ~ 49,Monthly Total wage,Won,1704996,1949941,2007758,2266320,2031325,1892908,2240371
10,Under middle shcool,Male,45 ~ 49,Employment,Persons,841,1320,866,1307,998,447,653
10,Under middle shcool,Male,50 ~ 54,Total hours worked,Hours,180,173.8,187.6,173.6,174.5,169.6,200.5
10,Under middle shcool,Male,50 ~ 54,Monthly Total wage,Won,1734664,1886799,2163882,1802469,1952766,2057096,2723358
10,Under middle shcool,Male,50 ~ 54,Employment,Persons,671,841,722,588,691,446,1061
10,Under middle shcool,Male,55 ~ 59,Total hours worked,Hours,178.3,171.1,186.5,172.4,202.3,167.7,196.6
10,Under middle shcool,Male,55 ~ 59,Monthly Total wage,Won,2672329,1999342,1687522,1944223,2705813,2590585,2882957
10,Under middle shcool,Male,55 ~ 59,Employment,Persons,396,570,339,839,407,749,865
10,Under middle shcool,Male,60 years old and over,Total hours worked,Hours,203.8,172.4,174.4,279.9,221.4,163.9,169.8
10,Under middle shcool,Male,60 years old and over,Monthly Total wage,Won,1064435,2399286,1387868,1919080,670705,2175294,1522657
10,Under middle shcool,Male,60 years old and over,Employment,Persons,381,126,121,490,132,16,114
10,Under middle shcool,Female,19 years old and less,Total hours worked,Hours,,163.9,,,,,-
10,Under middle shcool,Female,19 years old and less,Monthly Total wage,Won,,1105286,,,,,-
10,Under middle shcool,Female,19 years old and less,Employment,Persons,,28,,,,,-
10,Under middle shcool,Female,20 ~ 24,Total hours worked,Hours,,161.3,176,168,,,-
10,Under middle shcool,Female,20 ~ 24,Monthly Total wage,Won,,1560953,1910000,663000,,,-
10,Under middle shcool,Female,20 ~ 24,Employment,Persons,,256,4,12,,,-
10,Under middle shcool,Female,25 ~ 29,Total hours worked,Hours,173.7,161.3,176,199.1,168,,189.2
10,Under middle shcool,Female,25 ~ 29,Monthly Total wage,Won,1201636,2106326,1235000,1516727,1693800,,1911504
10,Under middle shcool,Female,25 ~ 29,Employment,Persons,126,276,130,22,5,,47
10,Under middle shcool,Female,30 ~ 34,Total hours worked,Hours,166.9,160,200,171.4,182,,162
10,Under middle shcool,Female,30 ~ 34,Monthly Total wage,Won,1455922,2269940,1570000,2263429,1749000,,3373000
10,Under middle shcool,Female,30 ~ 34,Employment,Persons,180,133,40,14,4,,2
10,Under middle shcool,Female,35 ~ 39,Total hours worked,Hours,210.2,160,192,168,238,,173.3
10,Under middle shcool,Female,35 ~ 39,Monthly Total wage,Won,904614,2406931,921000,1181000,1072000,,1587987
10,Under middle shcool,Female,35 ~ 39,Employment,Persons,220,101,102,6,21,,154
10,Under middle shcool,Female,40 ~ 44,Total hours worked,Hours,173,162.2,185.7,179.6,168,200,167.6
10,Under middle shcool,Female,40 ~ 44,Monthly Total wage,Won,6803148,835308,789198,1453483,1731000,1427000,1027768
10,Under middle shcool,Female,40 ~ 44,Employment,Persons,126,266,252,145,6,28,344
10,Under middle shcool,Female,45 ~ 49,Total hours worked,Hours,176.3,176.4,198.7,170.5,164.9,166.7,176.9
10,Under middle shcool,Female,45 ~ 49,Monthly Total wage,Won,938527,1049061,1434511,1511393,1099525,1192443,1227784
10,Under middle shcool,Female,45 ~ 49,Employment,Persons,256,363,133,456,223,167,223
10,Under middle shcool,Female,50 ~ 54,Total hours worked,Hours,232.3,,180,168,165.9,172.7,171.7
10,Under middle shcool,Female,50 ~ 54,Monthly Total wage,Won,828827,,1419135,798600,1170208,1052134,1361031
10,Under middle shcool,Female,50 ~ 54,Employment,Persons,49,,163,340,72,231,308
10,Under middle shcool,Female,55 ~ 59,Total hours worked,Hours,172.9,160,186,130.6,159.1,160,170.5
10,Under middle shcool,Female,55 ~ 59,Monthly Total wage,Won,1004522,967500,1416000,782422,938905,997000,764883
10,Under middle shcool,Female,55 ~ 59,Employment,Persons,67,26,26,230,189,2,210
10,Under middle shcool,Female,60 years old and over,Total hours worked,Hours,177.6,176,173,131.2,162.1,110,164.6
10,Under middle shcool,Female,60 years old and over,Monthly Total wage,Won,636120,857000,677500,591960,716404,774500,688272
10,Under middle shcool,Female,60 years old and over,Employment,Persons,30,8,26,226,89,56,413
10,High shcool,Male,19 years old and less,Total hours worked,Hours,164,197.6,,164,168,156.4,139.4
10,High shcool,Male,19 years old and less,Monthly Total wage,Won,1071000,918198,,987500,732000,943111,1783898
10,High shcool,Male,19 years old and less,Employment,Persons,4,101,,6,4,18,5
10,High shcool,Male,20 ~ 24,Total hours worked,Hours,173.7,180.2,188.1,181.6,204.4,156,175.5
10,High shcool,Male,20 ~ 24,Monthly Total wage,Won,1118791,1134767,1173865,1232172,1092862,1291140,1330482
10,High shcool,Male,20 ~ 24,Employment,Persons,948,601,926,1199,486,1109,615
10,High shcool,Male,25 ~ 29,Total hours worked,Hours,178.5,175.7,184.9,173.9,180.9,169.4,175.2
10,High shcool,Male,25 ~ 29,Monthly Total wage,Won,1412784,1509256,1606013,1548568,1737507,1599979,1758922
10,High shcool,Male,25 ~ 29,Employment,Persons,9013,4859,3899,3859,2979,2003,3100
10,High shcool,Male,30 ~ 34,Total hours worked,Hours,179,176,186.9,174.1,187.4,167.7,169.9
10,High shcool,Male,30 ~ 34,Monthly Total wage,Won,1631189,1920026,2068067,2106760,2232391,2333241,2380820
10,High shcool,Male,30 ~ 34,Employment,Persons,12533,12552,11814,11068,7694,5796,6026
10,High shcool,Male,35 ~ 39,Total hours worked,Hours,175.5,176.3,187.5,179.3,179.8,167.5,169.4
10,High shcool,Male,35 ~ 39,Monthly Total wage,Won,2116210,2184751,2317000,2512783,2714440,3112351,2972537
10,High shcool,Male,35 ~ 39,Employment,Persons,14917,11790,12677,11280,10393,10551,10589
10,High shcool,Male,40 ~ 44,Total hours worked,Hours,172.9,174.3,186,174.3,177.6,166.7,167.5
10,High shcool,Male,40 ~ 44,Monthly Total wage,Won,2461660,2645398,2878717,2973678,2851354,3296815,3228392
10,High shcool,Male,40 ~ 44,Employment,Persons,15326,14093,13666,11853,12219,9081,9882
10,High shcool,Male,45 ~ 49,Total hours worked,Hours,178.4,175.9,184,173.1,174.2,165.7,165.2
10,High shcool,Male,45 ~ 49,Monthly Total wage,Won,2684330,2829025,3109446,3465333,3542308,3781075,3634196
10,High shcool,Male,45 ~ 49,Employment,Persons,10767,10052,9917,11378,10989,9520,10887
10,High shcool,Male,50 ~ 54,Total hours worked,Hours,175,176.1,186.4,173.4,172.5,162.5,163.9
10,High shcool,Male,50 ~ 54,Monthly Total wage,Won,2946315,2944369,3315235,3387753,3532001,4062787,3778201
10,High shcool,Male,50 ~ 54,Employment,Persons,5274,5359,5302,7233,6462,6245,8284
10,High shcool,Male,55 ~ 59,Total hours worked,Hours,185.2,182.1,192,187,171.2,164.5,165.2
10,High shcool,Male,55 ~ 59,Monthly Total wage,Won,2937613,2780675,2907059,3147945,3586973,3891366,3999396
10,High shcool,Male,55 ~ 59,Employment,Persons,1349,1751,1887,1230,1454,3370,2319
10,High shcool,Male,60 years old and over,Total hours worked,Hours,170.7,172.8,190.4,220.3,161.8,165.5,157.9
10,High shcool,Male,60 years old and over,Monthly Total wage,Won,5496946,2353190,2713336,1757358,2829034,4096101,5110285
10,High shcool,Male,60 years old and over,Employment,Persons,289,1002,769,1040,617,1151,720
10,High shcool,Female,19 years old and less,Total hours worked,Hours,170.8,174.5,179.1,173.9,179.4,177.6,158
10,High shcool,Female,19 years old and less,Monthly Total wage,Won,845133,917841,985139,1332550,1047795,924878,1396080
10,High shcool,Female,19 years old and less,Employment,Persons,2483,1664,1270,522,557,246,404
10,High shcool,Female,20 ~ 24,Total hours worked,Hours,173.7,172,184.2,171.3,177.9,166.4,161.3
10,High shcool,Female,20 ~ 24,Monthly Total wage,Won,1028269,1115664,1243382,1313475,1291754,1315432,1459846
10,High shcool,Female,20 ~ 24,Employment,Persons,16991,12973,9434,8230,5274,4370,4664
10,High shcool,Female,25 ~ 29,Total hours worked,Hours,173.6,171.7,184.3,172.2,174.1,163.5,162.3
10,High shcool,Female,25 ~ 29,Monthly Total wage,Won,1254445,1354429,1480667,1511723,1604056,1690977,1713221
10,High shcool,Female,25 ~ 29,Employment,Persons,24492,19255,15438,14276,10343,8564,7827
10,High shcool,Female,30 ~ 34,Total hours worked,Hours,175.6,173.2,184.3,173.5,178,165.4,164
10,High shcool,Female,30 ~ 34,Monthly Total wage,Won,1564916,1755550,1924236,2011007,2026385,2315809,2358453
10,High shcool,Female,30 ~ 34,Employment,Persons,20550,18762,19231,14729,15437,12457,11744
10,High shcool,Female,35 ~ 39,Total hours worked,Hours,175.5,172.8,184.8,170.7,178.7,165.4,163.2
10,High shcool,Female,35 ~ 39,Monthly Total wage,Won,1759312,1808433,2004003,2224881,2331415,2520312,2723319
10,High shcool,Female,35 ~ 39,Employment,Persons,7860,6611,8384,8222,11681,9697,14924
10,High shcool,Female,40 ~ 44,Total hours worked,Hours,180.6,173.5,181.4,172.7,178.7,162.5,164.6
10,High shcool,Female,40 ~ 44,Monthly Total wage,Won,1742863,1775725,1788383,2583446,2575726,2451861,2493101
10,High shcool,Female,40 ~ 44,Employment,Persons,4139,3790,2889,4438,4203,3527,5871
10,High shcool,Female,45 ~ 49,Total hours worked,Hours,176.5,172.2,189.4,170.4,172,163.8,162
10,High shcool,Female,45 ~ 49,Monthly Total wage,Won,1885069,2495380,1915897,2342697,3468651,2108391,2704082
10,High shcool,Female,45 ~ 49,Employment,Persons,2729,1551,1969,1773,2112,1775,3799
10,High shcool,Female,50 ~ 54,Total hours worked,Hours,184.8,175.6,186.6,175.2,175.1,142.6,162.6
10,High shcool,Female,50 ~ 54,Monthly Total wage,Won,1586873,1993960,2145311,1806308,2088965,2365496,2874800
10,High shcool,Female,50 ~ 54,Employment,Persons,219,649,726,923,339,529,1532
10,High shcool,Female,55 ~ 59,Total hours worked,Hours,,167.1,177.3,178.5,173.3,179.6,163.4
10,High shcool,Female,55 ~ 59,Monthly Total wage,Won,,1278580,1021627,2048870,1860958,1352788,1279302
10,High shcool,Female,55 ~ 59,Employment,Persons,,200,51,77,119,179,495
10,High shcool,Female,60 years old and over,Total hours worked,Hours,170,160,176,173.1,168,160,165.1
10,High shcool,Female,60 years old and over,Monthly Total wage,Won,1000000,1110000,1250500,1568385,2983750,1657727,952351
10,High shcool,Female,60 years old and over,Employment,Persons,59,53,48,52,168,22,168
10,Jonior college,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
10,Jonior college,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
10,Jonior college,Male,19 years old and less,Employment,Persons,,,,,,,-
10,Jonior college,Male,20 ~ 24,Total hours worked,Hours,184.1,173,187.4,172.8,179.2,171.3,167
10,Jonior college,Male,20 ~ 24,Monthly Total wage,Won,1236808,1158868,1038004,1192281,1065750,1718716,1491398
10,Jonior college,Male,20 ~ 24,Employment,Persons,625,508,259,524,573,780,810
10,Jonior college,Male,25 ~ 29,Total hours worked,Hours,177.4,176.8,191.2,173,173.4,167.8,162.7
10,Jonior college,Male,25 ~ 29,Monthly Total wage,Won,1204189,1376873,1466256,1525643,1476985,1681638,1635541
10,Jonior college,Male,25 ~ 29,Employment,Persons,5060,4354,4506,3806,4335,3735,5043
10,Jonior college,Male,30 ~ 34,Total hours worked,Hours,179,180.6,189.5,177.1,179.2,170.2,165.5
10,Jonior college,Male,30 ~ 34,Monthly Total wage,Won,1546203,1775942,1888554,1979136,1988293,2121604,2179436
10,Jonior college,Male,30 ~ 34,Employment,Persons,8639,8906,6499,5651,6009,6717,6690
10,Jonior college,Male,35 ~ 39,Total hours worked,Hours,175.6,179.4,191.1,177.7,178.4,166.2,164.3
10,Jonior college,Male,35 ~ 39,Monthly Total wage,Won,1878104,2369180,2280663,2591725,2416327,2714035,2905614
10,Jonior college,Male,35 ~ 39,Employment,Persons,5769,4671,4092,5789,6235,6354,6086
10,Jonior college,Male,40 ~ 44,Total hours worked,Hours,176.7,179.2,193.6,177.1,181.9,167.7,163.8
10,Jonior college,Male,40 ~ 44,Monthly Total wage,Won,2385100,2911540,2825781,2820677,2772945,3413522,2966145
10,Jonior college,Male,40 ~ 44,Employment,Persons,4293,4596,3632,3006,2445,3232,3648
10,Jonior college,Male,45 ~ 49,Total hours worked,Hours,174.7,172.7,186.7,175.2,177.6,168.8,163.6
10,Jonior college,Male,45 ~ 49,Monthly Total wage,Won,2914689,3552895,3015405,3491710,3388432,3410608,3581346
10,Jonior college,Male,45 ~ 49,Employment,Persons,1260,2172,1892,2038,2871,2266,2730
10,Jonior college,Male,50 ~ 54,Total hours worked,Hours,176.9,183.1,189.9,179.6,169.7,158.8,160.2
10,Jonior college,Male,50 ~ 54,Monthly Total wage,Won,3370735,3396300,3594395,3884725,3437102,4860024,3829814
10,Jonior college,Male,50 ~ 54,Employment,Persons,705,536,620,408,1809,1204,1581
10,Jonior college,Male,55 ~ 59,Total hours worked,Hours,196.6,171.9,185.4,168.7,175.9,163.7,163.1
10,Jonior college,Male,55 ~ 59,Monthly Total wage,Won,2581017,2473095,2866778,1733913,3893298,2887392,3869895
10,Jonior college,Male,55 ~ 59,Employment,Persons,382,295,54,160,449,268,338
10,Jonior college,Male,60 years old and over,Total hours worked,Hours,182,149.1,146,,168,,162
10,Jonior college,Male,60 years old and over,Monthly Total wage,Won,2115100,1333175,3065000,,2604000,,1929000
10,Jonior college,Male,60 years old and over,Employment,Persons,24,57,101,,3,,24
10,Jonior college,Female,19 years old and less,Total hours worked,Hours,,,,147.8,,,-
10,Jonior college,Female,19 years old and less,Monthly Total wage,Won,,,,655597,,,-
10,Jonior college,Female,19 years old and less,Employment,Persons,,,,154,,,-
10,Jonior college,Female,20 ~ 24,Total hours worked,Hours,178.5,172.7,183.6,171.6,171.2,167,163.9
10,Jonior college,Female,20 ~ 24,Monthly Total wage,Won,934961,1075699,1152101,1278977,1293357,1442711,1379989
10,Jonior college,Female,20 ~ 24,Employment,Persons,11575,13267,10610,8713,6297,7544,7611
10,Jonior college,Female,25 ~ 29,Total hours worked,Hours,173.4,171.4,180.4,172.3,173.2,166,163.4
10,Jonior college,Female,25 ~ 29,Monthly Total wage,Won,1196756,1355922,1397671,1509720,1542115,1715611,1645859
10,Jonior college,Female,25 ~ 29,Employment,Persons,14492,11124,12904,13114,14106,13336,15312
10,Jonior college,Female,30 ~ 34,Total hours worked,Hours,175.7,173.5,184.1,171.9,175.2,164.5,163.1
10,Jonior college,Female,30 ~ 34,Monthly Total wage,Won,1455353,1536444,1832569,1925548,1814150,2124403,2150692
10,Jonior college,Female,30 ~ 34,Employment,Persons,4146,4807,5683,7034,7819,9981,9709
10,Jonior college,Female,35 ~ 39,Total hours worked,Hours,163.9,175.8,187.5,174.1,177.1,169.2,161.9
10,Jonior college,Female,35 ~ 39,Monthly Total wage,Won,1634408,1737822,2243537,2297054,2215174,2455996,2345015
10,Jonior college,Female,35 ~ 39,Employment,Persons,1170,1166,1159,1762,2553,3562,4341
10,Jonior college,Female,40 ~ 44,Total hours worked,Hours,185.9,175.9,195.4,174.1,173.6,164.7,166.8
10,Jonior college,Female,40 ~ 44,Monthly Total wage,Won,1906967,2144449,2232761,3157839,1799484,2092778,2728644
10,Jonior college,Female,40 ~ 44,Employment,Persons,932,1296,636,523,803,1205,1529
10,Jonior college,Female,45 ~ 49,Total hours worked,Hours,167.5,161.6,187.6,170.7,178.1,169,158.6
10,Jonior college,Female,45 ~ 49,Monthly Total wage,Won,2454927,2319194,1833648,2837654,3018403,1691322,3145852
10,Jonior college,Female,45 ~ 49,Employment,Persons,352,103,71,52,181,624,742
10,Jonior college,Female,50 ~ 54,Total hours worked,Hours,176,164,176,172.9,176.6,162.1,150.7
10,Jonior college,Female,50 ~ 54,Monthly Total wage,Won,1961000,3010000,3014310,1276846,2723677,1755607,5857988
10,Jonior college,Female,50 ~ 54,Employment,Persons,102,18,42,130,62,602,234
10,Jonior college,Female,55 ~ 59,Total hours worked,Hours,,,,151,181,,163.9
10,Jonior college,Female,55 ~ 59,Monthly Total wage,Won,,,,4967000,3525026,,4352951
10,Jonior college,Female,55 ~ 59,Employment,Persons,,,,2,153,,15
10,Jonior college,Female,60 years old and over,Total hours worked,Hours,,,176,,,,170
10,Jonior college,Female,60 years old and over,Monthly Total wage,Won,,,1934000,,,,2271000
10,Jonior college,Female,60 years old and over,Employment,Persons,,,35,,,,30
10,College and university and over,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
10,College and university and over,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
10,College and university and over,Male,19 years old and less,Employment,Persons,,,,,,,-
